,Serial_No,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
2263,2263,129,39,Surprised by softness,"This sweater is actually so cute on, i had no idea, nut decided to try it on, since it was on sale. what a msitake, i had to actually buy it!

the grey part is very soft and warm, the design part is nice and
flattering. nothing wrong with this sweeater!

note: i a,m petite (5 foot 1.5 inches) and decided to buy the regular size for longer length...",5,1,0,Initmates,Intimate,Sleep
2264,2264,832,54,Cute top,"I ordered this top because it was 100 percent cotton and a cute design. when it arrived, i thought it was a cute, different top, uniquely designed. when i tried it on, it looked like a had several extra rolls due to the ruching and was very unflattering. it reminded me of the michelin man wearing extra tires and i am of a thin build so i did not like the perception of rolls throughout the bodice. unfortunately, it did not work for me. i wish retailer would include more cotton tops in their collect",2,0,4,General,Tops,Blouses
2265,2265,1072,26,Small up top,"I am returning this dress as it looks pretty matronly once it's on. the top was also very tight in the arms and chest (i am 5'9"", 140lbs, and 34d).",4,0,0,General Petite,Dresses,Dresses
2266,2266,129,63,Perfect sweater,"Love this sweater. bought this with the matching leggings. couldn't be more comfortable. cozy fabric. cute details. loving them both. please bring more of the same in different colors, patterns.",5,1,0,Initmates,Intimate,Sleep
2267,2267,418,46,Great summer pajama pants.,"I like having lightweight summer pajamas, and these are perfect. the print is so much cuter in person and the fabric is wonderfully silky. the pants themselves seemed to run a little bit small. i ordered them in xs and s and ended up keeping the small. overall a great purchase.",5,1,0,Initmates,Intimate,Sleep
2268,2268,129,46,Super comfy,"So cozy and warm, great for the cold nights!",5,1,0,Initmates,Intimate,Sleep
2269,2269,822,38,Unwearable,"I ordered this shirt online and just received it in the mail. the floral design is nice, but the mesh fabric in the back is low quality and cheapens the look of the shirt (especially considering the price). most disappointingly, the neck hole is almost as small as the arm holes. with no zipper or button opening i could not fit my head through the opening and, thus, could not even put the shirt on. needless to say, i will be returning it. i ordered the xs, so it is possible that larger sizes do n",2,0,9,General,Tops,Blouses
2270,2270,418,49,Cute polka dot pattern,I tried these on in the store because the pattern of dots caught my eye and it looked like a nice easy style to wear. the waist hits a bit low. i wasn't crazy about the rayon fabric and would prefer it in cotton. i decided to pass on it for now as i don't really need sleep pants; but i might be tempted if they go on sale.,4,1,1,Initmates,Intimate,Sleep
2271,2271,875,34,"Versatile, easy to wear top",I love the versatility of this top. i feel like i can wear it with anything to dress it up or down.,4,1,0,General,Tops,Knits
2272,2272,1173,68,Girly bra,"I am usually a 32a. i ended up with a 34 b based on sales assoc input and what was available. the 32 gave me back fat ( i do not have back fat) so she said the 34 would be better, it ran small etc. the 34 also fit ( had to be ordered and mailed) but it still gave me ""flab"" over the back band. comparing it to my other regular bras, i can see that the band has too thin fabric and rolls and has ""harder edges"" compared to wider , thicker band on my other bras. very pretty but i will be returning. sa",4,1,0,Initmates,Intimate,Intimates
2273,2273,129,43,Cozy for lounging,"Not my typical sleepwear, but glad that i took a chance, as it is super cozy for lounging. i was worried about covering my bottom (as i purchased the matching leggings), and ordered s based on prior reviews. ended up exchanging for xs as it was too oversized. could have purchased the petite probably as xs is still a bit long (5'2""), though fits like in photos.",4,1,0,Initmates,Intimate,Sleep
2274,2274,822,60,Peach delight,I found this blouse to be just a lovely spring and summer top. the netting in back adds interest and the dusky peach floral print is extremely pretty. the tiered layers add a slimming effect and it can be worn casual or for dress. it could even be worn in the fall with the right sweater. i just love it and feel so feminine when i wear it.,5,1,1,General,Tops,Blouses
2275,2275,941,46,New favorite thing!,"I had to write a review on this one because i am obsessed with it, it is the softest and yummiest sweater ever and i plan on wearing it constantly!",5,1,0,General,Tops,Sweaters
2276,2276,129,40,Oh so cozy!,This pullover is great for lounging! so warm and cozy!,5,1,0,Initmates,Intimate,Sleep
2277,2277,1072,28,Love the floral print,"I love this dress! i would definitely accessorize with a belt. my body type fits best in this style of dress because i don't have a big bust size, if you do i would try it on first. for being shorter, 5'3"", i love the length.",5,1,0,General Petite,Dresses,Dresses
2278,2278,1173,34,Cute but hard to put on,"Got this in the mail today and while the design is cute, it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.",3,1,0,Initmates,Intimate,Intimates
2279,2279,1072,46,Adorable,"This multi-season dress fits beautifully, the colors are vibrant and the skirt has a nice weight, drape and swing to it. the skirt is slightly asymmetrical as some reviewers noted but it's probably not noticeable to anyone but the wearer.",5,1,0,General Petite,Dresses,Dresses
2280,2280,1083,64,Wow!,"I bought this dress to wear to a wedding and it is a stunner! really one of the most gorgeous dresses i've ever owned. it is very very fancy and really i'd say most appropriate for a black tie event, an evening wedding or a mother of the bride or groom. superb quality... just amazing! i have a few bryon lars dresses and this one seems to run about true to size. the others i own seem to run a little large.",5,1,3,General,Dresses,Dresses
2281,2281,875,36,Romantic top for fall,"I ordered the purple color and the first time i wore it, i received multiple compliments on it.  i noticed in the prior reviews that it runs big so i ordered an extra small instead of my usual small.  it fits well other than the two buttons at the top of the neck are very small and difficult to button.  i'm tempted to order the red color.",5,1,0,General,Tops,Knits
2282,2282,1072,23,Great for all seasons,"The dress looks great both in winter and summer, either paired with tights and a light jacket or on its own. it runs true to size--was able to buy it online. the fabric is great for all day wear--doesn't wrinkle too much.

the only con is that the darts over the breasts are a little pointy for my taste, but i still love the dress.",5,1,0,General Petite,Dresses,Dresses
2283,2283,875,71,Too loose and swingy,"Was not flattering on my body - i have a fuller figure, and this just made me look like i was pregnant.",3,0,1,General,Tops,Knits
2284,2284,129,37,Amazing!,"I got some nice things for christmas but this (along with the matching leggings) was hands down my absolute favorite gift! so stylish, so cozy, the perfect length to cover your bottom, the perfect fit (38dd and ordered an xl), love the pockets, i could go on and on. the perfect set to lounge around the house in. sleeves are a bit long so i had to fold them. when i say it is ""the perfect fit"" it is oversized (not huge) but it is roomy and that's how i like it as loungewear.",5,1,0,Initmates,Intimate,Sleep
2285,2285,1072,26,Beautiful,"I love this dress, although the darting is terrible. the colors are much richer in person, it's a beautiful dress for events and has a nice weight so it doesn't feel too flimsy (since it is not lined). i really love the length of the sleeves and the swish of the skirt. however, the darting makes your bust have two little triangles- i really wish i could reseam the darting as it's a bit strange looking.",4,1,0,General Petite,Dresses,Dresses
2286,2286,943,48,Perfect for fall,"Looks great with skinny jeans, leggings, trouser/ wide leg. good length for a flattering look. longer in front on me than on model.... so soft. doesn't cling. not overwhelming because the sleeves are skinny and drape is narrow.",5,1,1,General,Tops,Sweaters
2287,2287,1072,40,Gorgeous but ...,"This dress caught my eye online and i had to have it. when it arrived it was still just as pretty as i remembered. beautiful, vibrant colors and a unique oversized floral on a flirty, swishy fabric. unfortunately the cut was really strange. after reading several reviews i went with an xs, but i'm not sure a s would have solved all the fit problems i was having. while everything from the waist down fit perfectly, the arms were cut too tight, the chest was huge and yet i struggled to zip it up. an",3,1,0,General Petite,Dresses,Dresses
2288,2288,875,47,,"This is a beautiful top. i purchased this in the green/moss color. it's reminds me of a vintage looking blue-green. it fits generously, has more of a swing style to it. i love it! i think it is romantic and feminine. glad i made the purchase. simply beautiful.",5,1,5,General,Tops,Knits
2289,2289,828,29,Cute,"Very comfortable and flattering top, but runs a bit large. i am usually a medium and fit comfortably into the small. the blue stripes are not see through, however i saw  the black motif in stores and it's definitely see through.",4,1,4,General,Tops,Blouses
2290,2290,1094,43,Pretty design,Very pretty design. hugs the body correctly. it's a little tight in the chest for me - i'm a 34c (large c) and i have some back chub so i'm using this fact to motivate me to get in shape for the spring. keeping the dress and hoping for a better fit in a few months.,5,1,31,General Petite,Dresses,Dresses
2291,2291,1094,44,,What a pleasant surprise! hugs in all the right places and a nice substantial material!,5,1,4,General Petite,Dresses,Dresses
2292,2292,1094,32,Killer dress,"I am 5'8"", about 140, athletic build. i purchased this dress for business meetings and such. i was worried the dress was going to be too low cut but i  am small chested so i can wear lower cuts without exploding out of it. luckily this is the case here too! the dress has a professionally sexy look which i love. nice fabric, good quality. happy i bought it!",5,1,0,General Petite,Dresses,Dresses
2293,2293,1094,61,Can be flattering,"I purchased this dress off the reviews.unfortunately i have to return it. i expected it to fit as they said. i am 5'1'- 120 lbs. 35/b-c. i got the s petite. i could not even get this dress on over my chest. the waist was on top of my chest. 
i really was disappointed . the material is so soft, i would have had to purchase a m in a regular to fit me. and it would have looked terrible on me. so, i would say, for a tall thin girl , yes , a short girl a no. and i am very petite.",4,1,1,General Petite,Dresses,Dresses
2294,2294,1094,35,Flattering cut,This dress has become a favorite in my rotation. the cut and print flatter my body and accentuate my waist. the print is subtle enough to pair with bold accessories.,5,1,0,General Petite,Dresses,Dresses
2295,2295,1022,60,Perfect jeans,"Perfect fit, great material, torn in just the right places. can't wait to see the stevie jeans for the fall esp. in corduroy!",5,1,1,General,Bottoms,Jeans
2296,2296,1094,32,Lovely dress,"I am 5'3"" 130lb and i bought this dress in a petite small which fit perfectly. the dress hugs my figure nicely. 
unfortunately, i found that the neckline is cut a bit too low to wear to work, at least for my own comfort level, but i just wear a camisole underneath it for work and without for a date. i was really pleased with the purchase of the dress.",5,1,0,General Petite,Dresses,Dresses
2297,2297,992,25,3-season skirt!,"Adorable, well-made skirt! lined and very slimming. i had to size up b/c it runs a bit snug around the waist. however, it's worth it b/c this will match many long and short sleeve tops!",5,1,4,General,Bottoms,Skirts
2298,2298,828,30,"Cute fabric, but odd cut","I really wanted this shirt to work -- the fabric is really cool -- but sadly the cut was just way off. i'm 5'10"", and the shirt was much shorter on me than on the model, and the cut was just too wide under the armpits.",3,0,0,General,Tops,Blouses
2299,2299,1022,45,Great fit but not for a 45 year old,Loved the fit of these jeans and the fading but the ripping was too much for me at my age. i normally wear petite but since these are mid rise ankle just ordered in 27 regular. so the ripping was right at my knee and did not like that.,4,1,0,General,Bottoms,Jeans
2300,2300,992,39,Very cute,Love the asymmetrical hem. waist fit snugly as in perfectly. it ties in two spots with a hidden zipper as well. a little stiff in the fabric. classic colors but decided not to keep only because i didn't feel like we could wear it all year round.  can't petite or 0p was great (115 lbs),5,1,0,General,Bottoms,Skirts
2301,2301,1094,39,Kind of sexy,"I ordered my usual xs petite, and it fit like a glove (115lbs, 5'1.5""). the v cut a little low, making this dress almost too sexy for work. cut is extremely flattering, and the coloring being so neutral is a step away from basic lbd. the length was pefect. material is stretchy, amking this slim fit comfortable.",4,1,4,General Petite,Dresses,Dresses
2302,2302,1094,32,Nice but stiff,"This dress is very pretty in person. it fits true to size and is very figure flattering. one other reviewer mentioned it is a bit low cut, but i think that can be resolved by wearing a cami underneath to cover cleavage. my only gripe with this dress is that it's a little rough and stiff feeling. i am really sensitive to that and only buy things that are velvety soft. it probably works for most people but not for me, so had to go back.",3,0,0,General Petite,Dresses,Dresses
2303,2303,1028,52,Wonderful velvet black jeans!,Great pants! i love the style and fit! would highly recommend!,5,1,2,General,Bottoms,Jeans
2304,2304,828,26,"Great top, but needs undershirt","I love this top! yes, it is quite transparent, but just needs a light colored cami (i like the reversible scoop and v-neck tanks at retailer)! it's incredibly soft and light for summer time. the black motif is more like a slate gray contemporary pattern. i also really like the sewn in v-neck line. it gives the shirt a more professional touch. i'll be wearing it for work with a dark blue blazer.",5,1,0,General,Tops,Blouses
2305,2305,517,37,Great fitted top,I'm so sick of all workout tops being baggy. they look sloppy on my frame. this top is ultra soft and fits great! the black/white one looks more heathered grey in person. i ordered an xs as all tops lately are just huge on me. i should be a small and i will be returning for that proper size.,5,1,0,Initmates,Intimate,Lounge
2306,2306,1094,42,Great dress but cut too low,"Dress caught my eye on the rack so i thought i'd try it on. the dress has lovely blue stripes (hard to discern in the online photo) which makes it a great year-round piece. however, like others have commented, it is too low to wear to work. will consider alternations to close the v-neck if the dress is marked down beyond its current sale price.",3,0,1,General Petite,Dresses,Dresses
2307,2307,935,63,,This is a great sweater/poncho. is a little short so i wear a t shirt underneath. great color and looks good with black pants or skinny jeans.,5,1,0,General,Tops,Sweaters
2308,2308,1094,27,Versatile dress,I love this dress! it fits me so well and is extremely comfortable. i can't wait until it gets a little warmer so i can wear it with a trench and cute flats or heeled sandals.,5,1,2,General Petite,Dresses,Dresses
2309,2309,828,59,"Travel, weekends, work, go anywhere top.","I am 34dd. bought sz med and have plenty of room up top. the black motif is really a dark, purple/blue. slightly sheer. the length on the med is 251/4 from bottom of collar (the collar adds 1 1/4"") the length does not cover my bum like the model , covers 2/3rds, nor does it appear as long in front.",4,1,0,General,Tops,Blouses
2310,2310,1094,55,Flattering versatile travel piece,"Surprisingly versatile and figure flattering without being too clingy and revealing like so many ""bandage"" dresses. the navy color softens the stripes. great piece for travel as it is light and does not wrinkle. i am 5'7"" and 125 lbs. with a smaller chest and curvy hips. the small fits perfectly.",5,1,0,General,Dresses,Dresses
2311,2311,828,59,Could have been executed better,"First, i absolutely love cloth & stone. but lately i'm finding some of the styles are going in a direction that just doesn't fit my style. that's ok because they still have some good basics. 


what i mean is the cut. a lot of their pieces are super long in the back and super short in the front (ie their slip dress they have out right now). this particular tank is like that, although this one is borderline. the sides cut up a little too high for my tastes and i can't help but think i'm wearin",3,0,31,General,Tops,Blouses
2312,2312,860,47,"Nice top, awful fabric","The top fits nice, but after one wear (didn't even washed it) the fabric was all fuzzy. would not recommend it.",2,0,1,General Petite,Tops,Knits
2313,2313,1094,47,,,5,1,0,General,Dresses,Dresses
2314,2314,1028,50,Amazing!,Beautiful fit and true to size. highly recommend. they are long and you will need to have them hemmed but they are soft and feel amazing on.,5,1,2,General,Bottoms,Jeans
2315,2315,860,32,"Do love it, however:","Tried the xs on in store from an online return, loved the tailoring but the shoulder seams were a bit tight and i'm usually a s in most tops. ordered the s and while it was flowy like some mentioned, it was still tailored on top & flattering. also versatile - wore it with wide leg denim & wedges as well as cut off shorts & boots. my only complaint is as the others mentioned, the almost immediate pilling even before the wash. sad about it because i love it. will keep and give a little extra tlc.",4,1,0,General Petite,Tops,Knits
2316,2316,1100,44,Navy oompa loompa,"Okay, i love the blouse this brand has in the same material, so i thought i'd delight in this dress. i am a 5'7"" hourglass but have a longer torso. i ordered the large in this, usually a 10 or 12 fits me.. but the waist hit much higher than my natural waist, and yet it was somewhat tight and completely rigid. the bust area was a little loose, and i'm a 36c. then the bottom flared out in sort of a flower fairy poof above my knees which reminded me of a navy blue oompa loompa dress.. and i love my",3,0,3,General,Dresses,Dresses
2317,2317,992,48,Very nice!,"Love this skirt, beautiful fabric and lined. looks great with a tailored jean jacket by pilcro or the window pain patterned retailer cartonnier jacket. i chose the size 8 though a little snug in the waist it fit better than the size 10. i am 150 lbs and 5'4 inches and curvy with small waist but curvy hips with a tush so this cut is perfect for my shape. i love the asymmetrical design with how the skirt will partial zip and the fabric attachment underneath with hidden button. love the edgy look. so",5,1,1,General,Bottoms,Skirts
2318,2318,1094,44,Just wow!,I am usually drawn to more color but the vertical and horizontal lines of this dress made me curious. the fit is absolutely incredible! i like the fact that it is very easy to put on without any zippers or buttons as well. it hugs your body in all the right places. i had no issue with the dress riding up and the way the designer placed the lines makes this one even more flattering. gorgeous dress!!,5,1,5,General,Dresses,Dresses
2319,2319,1094,55,Nice dress but cut too low,"I love the fabric of this dress and the way it fits, but it is too low for me i thought about putting a cami under it, but that would ruin the look of the dress. just an inch or so higher would have been much better. as much as i like the design and fit, i will be returning this dress.",3,1,7,General,Dresses,Dresses
2320,2320,1094,56,Flattering but very tight in the chest,"This dress seems quite high quality and is wonderfully designed, except in the chest. the wrap style hugs in all the right places but the chest. i'm slightly large chested (34c/d) but can usually wear a size small or size 4 in dresses and tops (5'5"", 122 lbs). the small in this dress was great everywhere else, but i couldn't breathe and it totally flattened out my chest. also, it is quite low cut, so another mark against it for anyone with a semi-large bust. couldn't wear it to work that reason",3,0,0,General,Dresses,Dresses
2321,2321,825,50,Gorgeous top! but difficult zipper...,"I love this top!!!! the design, quality, and look are all insanely gorgeous. i got this top during the 20% off tops promo, which helped so much with the cost, and i was trying to use up a store credit i had on something of high quality. (after going through a whirlwind of exchanges that resulted in much disappointment.) i couldn't be more thrilled with this choice! it is so flattering on, beautiful color and cut. the only complaint i have is slightly minor, and it's in relation to the hidden bac",5,1,2,General,Tops,Blouses
2322,2322,992,43,"Too small, too complicated","I agree with the other reviewer who said there was too much hardware and such. this really does have a lot going on. i usually wear a 4 in skirts, and based on reviews, went up one size. it still saw way up near my chest - i think even an 8 would be too small! it's sooooo tiny at the waist. probably buy 2 sizes, 2 and 3 sizes up from your own. also, the skirt flares super wide at the sides, it doesn't sit the way in the photo or maybe the model is holding it down with her hand. it's like a skirt",1,0,0,General,Bottoms,Skirts
2323,2323,860,42,,,4,1,0,General Petite,Tops,Knits
2324,2324,828,39,Nice summer top,"I bought the color ""black motif""although the markings look more dark purple and are similar to tie dyed coloring which is one of the things i love about this top. the fabric is so soft and i love the way the neckline falls. it is slightly sheer so may want to wear camisole underneath. personally i'm fine without it. looks great with jeans. i also tried it on in the ""blue motif"" which is the stripe version but found nothing special about that one.",5,1,2,General,Tops,Blouses
2325,2325,992,42,Buckles and zippers and buttons and straps,"I tried this on in the store as soon as i saw it because of it's ease, modern look, and my obsession with stripes and wrap skirts. i am between an 8 and 10 in retailer most of the time (although sizing has been quite erratic in the last couple of years), but picked up a 10 to ensure an easy fit. was so surprised to find you have to not only buckle (cute detail) but button and zip this ""easy"" skirt, and with all that there were also straps that buttoned that i believe are there to keep it from flyi",3,1,9,General,Bottoms,Skirts
2326,2326,1094,36,Makes you skinny,If you have an hourglass figure this dress accentuates your curves. i do need to wear a tank underneath as dress is low cut.,5,1,0,General,Dresses,Dresses
2327,2327,1100,31,Surpring dress,"I liked the understated colors of this dress, so i decided to try it on. i did not expect it to fit so well! i'm 5'3"" with a large bust and large hips. the dress was super slimming and flattering, it skimmed my figure as if it was made for me. the only thing i'd have to fix is the shoulder straps being just a smidge too long, but i'm used to that with my height. the straps are positioned perfectly, my bra straps didn't even show. the material is very thin and light.",5,1,3,General,Dresses,Dresses
2328,2328,1094,38,Not for the large at bust,"First off, i love the dress! i love anything that you can throw on for a monday and be ready in 20 minutes. the material is good but the compartments for the bust do not hold a d+cup. i ordered the 6 and it fit perfectly except in the bust. easy fix, a white cami, the sale price makes that necessity acceptable. it's a keeper.",5,1,0,General,Dresses,Dresses
2329,2329,1022,59,Another great pair of stevies!,"Love these! i'm a big fan of ag stevie jeans and these are no exception. the mid rise is terrific and the distressing is cute without being crazy. i like how the holes are not at the knees, which can be annoying when bending your legs. i would love to see these offered in a darker rinse and also in a cropped length. fit is perfect on these - fun and flattering! keep the stevies coming retailer!",5,1,2,General,Bottoms,Jeans
2330,2330,964,61,Amazing vest,"I fell in love with this vest  the minute i saw it on the hanger.  it runs true to size and the material is excellent quality .  it looks great with jeans and a tee and also something dressier. i wore it over a navy blue wide-leg jumpsuit, and it looked truly amazing!  i  received so many compliments!  i also purchased the lace tie up top that it is featured with and can't wait for that to come in.",5,1,0,General,Jackets,Jackets
2331,2331,835,75,Bought for the color,"Color is beautiful but looks like a maternity top on. i found i could tuck it in slacks and it looked fine. now for the cons:  it is supposed to be peacock design but i had only one peacock,under my arm, which could be seen, i guess, if i waved. the rest were parts of the bird. i would love to have the one in the photos!  next, who thought cheap white buttons on the back was a good idea?  if i had gotten a nice patterned top, i would have replaced the buttons. blouses that i like never seem to b",3,0,1,General,Tops,Blouses
2332,2332,835,60,Stunning!!,"This is a beautiful color top! it can be dressy or casual but the design is spectacular!
i paired it with one of the new retailer pencil skirts and everyone in the store looked it!
i wish they had other colors!!!!!!",5,1,0,General,Tops,Blouses
2333,2333,964,27,Love it!,"Love this vest- it's so chic and pairs with so much.  i have it in the army green and it's prefect to wear over a romper or white jeans and top.   it's great.   i am about 5'2"" and an typically a small top-  the small was much to big but the xs was perfect. i would consider trying to size down if you are uncertain. i am very happy with my purchase!",5,1,0,General,Jackets,Jackets
2334,2334,1047,37,Ripped on first day,Perfect summer pants until i wanted to pet my dog and they ripped first time wearing them.,3,0,1,General Petite,Bottoms,Pants
2335,2335,1047,55,Comfy pants,These pants fit great!! i ordered my normal medium and they fit perfectly. i was worried that they may look too much like pajamas and lot look right with my stomach but no issues there. i think i will get a lot of use out of these!,5,1,2,General Petite,Bottoms,Pants
2336,2336,964,54,Great style,"I saw this in my local retailer styled with a tank top underneath and i fell in love and bought the combo right away. it is a vest, so it's not meant to be fitted, so i think sizing down is fine. i'm usually an xs/s in tops, i went with the xs in this, and j still get that relaxed look which is nice. this vest is great, very versatile, simple yet adds great style. it was a bit of a splurge for me but i'm happy i added it to my closet!",4,1,0,General,Jackets,Jackets
2337,2337,964,56,,"I love this vest, bought it in green and want to order white. its very flattering, and i wore it with a black tank top, ripped faded stevie cropped jeans, and gold gladiators. i would like to mention the care. i dripped something on the lapel, so i tried cleaning it off with a wet towel. it made a lighter mark, so i washed as recommended in cold water on gentle in the machine. i hung it to dry, and it dried stiff and a little wrinkled so i threw it in the dryer to soften it up. it lightened up a",5,1,10,General,Jackets,Jackets
2338,2338,835,56,Gorgeous color,"I tried this on in my usual size and it was tight through the chest because of the lining. i would have preferred to wear a cami beneath and then it may have worked. the color and pattern are gorgeous, the fabric feels a bit weird, kind of dry and rough? would have liked to see this in a longer length, and more tapered. it is an absolute pregnant top. so sad its so pretty!",3,1,0,General,Tops,Blouses
2339,2339,835,32,This shirt got me a job,Wore it to an interview. the color is fantastic. it's beautiful and artsy. highly recommend!,5,1,0,General,Tops,Blouses
2340,2340,835,38,Obsessed!,"I fell in love with this in the store. i am petite at 5'3"" and 110 lbs and i went with the regular size 0. i agree with another reviewer that the petite sizing would have been too short. the color is rich, the quality is fabulous and i love the style. it is not fitted, but i also found that it wasn't too wide either. if you're looking for a fitted top, this wouldn't be the one. but if you love a well-styled top with a bit of volume that you can rock with a pair of skinnies to balance it out, the",5,1,1,General,Tops,Blouses
2341,2341,844,46,Perfect fit for xl,"I ordered both colors in size xl and they're each now favorite purchases. the fit is true to size--it matches the photos. the orange/white/brown/red combo works great with the orange version of the indra tassel necklace.

the tops are sheer so i wear a tank underneath. the green floral version will have some variations because of pattern placement. both are so unique & charming! i've been pairing them with different retailer cardigans & necklaces. they've washed well too--in a mesh bag on gentle &",5,1,0,General,Tops,Blouses
2342,2342,132,37,Love it but....,Love everything about it but had to get a size bigger to be long an off/ to short for a mom. if i was 20 would be fine.,4,1,0,General,Bottoms,Shorts
2343,2343,1047,39,,"I am 5'2"" and 115lbs......ordered the blue motif in small petite. they were not only too big overall but were way too long. i had to roll them up several times to get the right length. because of fabric design these would definitely have to be hemmed. i had to check tag because i thought for sure i got sent a regular length but they were petite. not sure if they are worth trying in a smaller size..... pants were really comfy but maybe too pajama like for my taste.",3,0,2,General Petite,Bottoms,Pants
2344,2344,993,39,Almost love,"But the back of it, by the waist, bunches just a tiny bit. if i get bigger, it will be too long. but i love the skirt, it is flattering and cute. not itchy for me even if the title says wool. i ordered the 00p and the length is pretty much as pictured, just below the knee in front. the waist is snug, bigger it would fall more on my hips (hence the too long comment earlier. (115 lbs, 26-27 in waist, short legs...)",4,1,0,General Petite,Bottoms,Skirts
2345,2345,964,39,Surprised i liked this,"I saw a stylist wearing a similar piece from a few seasons ago and commented that i liked it on her. i was told they had a different version (a few actually) and i decided to try it on. it actually is pretty flattering, i had flared jeans on but also could see it with a dress. i left it open, as pictured, tied one button, and also played with the neck and tried a cowl... all very nice.

i debated getting my usual xs petite, but hey, they don't make it in petite, and the stylist thought the loo",5,1,0,General,Jackets,Jackets
2346,2346,1047,51,,These are a great casual workday pant. the loose fit and light weight material makes it a great summer option.,5,1,0,General Petite,Bottoms,Pants
2347,2347,132,45,Amazing!,"I went out on a limb ordering this romper. it's not really in my ""wheelhouse"" the whole romper thing. but it was a home run! i was afraid it might look too young and that i couldn't ""pull it off,"" but the long sleeves and overall style was perfect. and my twenty something nieces were obsessed with it as well. as far as fit, i'm 5'7"" 134lbs and ordered a size 4. i have a long torso and was concerned because some people said it ran short there, but i didn't have any trouble with that. i just took",5,1,0,General,Bottoms,Shorts
2348,2348,844,49,Beautiful,I saw both of these blouses several months earlier and anxiously waited for them to go on sale. definitely worth the wait. the quality and designs are superb true to size,5,1,0,General,Tops,Blouses
2349,2349,835,40,Beautiful detail,"I have the white lemon lace shirt and love it so i was excited to see it in a color well suited for fall. the peacock pattern on the blouse i received is perfect and the pattern is well placed. i do love this one as much as the lemon blouse, however, the color is not the same as it appears online. it is more of a jade green color, and although it's pretty, i would have preferred it to look more of a blue color. i'm keeping it, as it is still an unusual and elegant blouse that's cute with dark sk",4,1,3,General,Tops,Blouses
2350,2350,132,33,,"I love this so so much. i'm 5'1"" with a short torso and post baby 34d boobs. the 6 petite is perfect. it's the first romper i found that fits me in the crotch, height, and leg area. so excited to wear this!",5,1,0,General,Bottoms,Shorts
2351,2351,844,49,,"The colors in the green shirt are beautiful, however the cut looked like a maternity top on me. i'm 5'6"" 120#, not very busty. must try it on to match the right body type; i'm thinking very tall, wispy , less curves...",3,0,0,General,Tops,Blouses
2352,2352,1047,62,"Very beautiful, but runs large","I ordered these in the neutral and the fabric and construction are everything i hoped they would be. they are a lovely light weight rayon that i think will be very comfortable in hot weather. the printed fabric is really pretty.

sadly, they seem to run on the large size. i wear size 14 pants, but the xl was too baggy in the legs and a little too large in the waist. i am sending them back and getting the smaller size.",5,1,30,General Petite,Bottoms,Pants
2353,2353,993,41,Sizing is off?,"I don't if it is me, but usually i am a solid size 6, occasionally an 8.  i had to size up to a 10! the wool is very light, and while it is a weird texture, it isn't scratchy. i liked how the skirt was styled at the store...looks better than it does in the photos online.",4,1,0,General Petite,Bottoms,Skirts
2354,2354,964,33,"Great quality, durable and great fit","I bought this in green and i absolutely love it! the quality of material is very fantastic, a durable fabric that will hold up well over time. its a good quality too, so can be dressed up somewhat, and also does well as a very casual piece. love it!",5,1,0,General,Jackets,Jackets
2355,2355,1047,43,Purrrfect pants!,Another success! so comfortable and stylish for spring and summer. very lightweight yet not sheer. design is even more appealing in person. a must have for your closet.,5,1,2,General Petite,Bottoms,Pants
2356,2356,835,49,Stunning color,Love this blouse! the color is really unique and love the back button detail. i dont think the white buttons look cheap at all as another person pointed out - they add a lot to an already beautiful top. can't wait to wear it!,5,1,1,General,Tops,Blouses
2357,2357,964,35,,Love!!!! i got the green and it goes with so much!,5,1,1,General,Jackets,Jackets
2358,2358,835,38,Beautiful blouse but too boxy/swingy,"The blouse is lovely - i loved the lace, color (though just as other reviewers mentioned its a darker blue closer to a teal color) and edging. i am very petite, for reference, 5'2"", 24 waist and 30e and normally wear a 00 or 00p. the 00 was still too wide for me around the waist/bottom and had too much of a swingy effect - it made me look like i was pregnant so i sadly returned. i wish this had more of a fitted look to it.",3,0,1,General,Tops,Blouses
2359,2359,1047,42,Perfect jogger!,Love these pants. bought both the navy and the white. they are comfortable and a perfect fit. the xs is just right. i'm normally a 26 in denim and i was fearful these would either be to small in an xs or too big in a small but the smaller size is just right. soft and silky. they fall in a lovely way.,5,1,2,General Petite,Bottoms,Pants
2360,2360,1047,37,Not for me,"I bought these in the blue. i sized down, as other reviewers mentioned, going for an xs. i'm 5'5"" and about 130lbs and would usually buy a small. at 5'5"" the length was too long for me, hitting me below my ankles, rather than how shown on the model. strike 1. then, i felt the material was pretty thin - strike 2. and lastly, they hung a little funny on me, rather than being a bit loose like jogging pants should be - strike 3. despite the great sale price, these went back!",3,1,1,General Petite,Bottoms,Pants
2361,2361,835,38,"Gorgeous blouse, stunning color and pattern","This is a gorgeous high quality blouse. the color is stunning in person; i don't have anything like this color in my wardrobe. i'm an xl in retailer tops, and purchased this blouse in a 16. i am busty but the top still fit well. i have large upper arms but the sleeves fit fine; i wish they were a bit looser but that is my personal preference and probably doesn't apply to most people. if you're very thin and not busty you might be able to size down, but i'm honestly just not sure. i'm happy to say",5,1,7,General,Tops,Blouses
2362,2362,132,37,,,5,1,0,General,Bottoms,Shorts
